N,P,K,temperature,humidity,ph,rainfall,label
29.0,131.0,198.0,13.22,81.31,6.34,69.58,grapes
38.0,139.0,196.0,35.09,80.56,5.57,67.2,grapes
9.0,134.0,196.0,36.85,83.83,6.33,67.93,grapes
31.0,123.0,202.0,28.49,81.92,5.94,67.11,grapes
24.0,142.0,195.0,23.82,81.75,5.57,72.85,grapes
11.0,121.0,200.0,13.53,84.63,6.39,69.38,grapes
23.0,141.0,197.0,33.68,81.41,6.26,68.9,grapes
36.0,128.0,200.0,27.29,84.97,6.36,66.34,grapes
38.0,134.0,201.0,21.81,83.7,6.07,70.13,grapes
9.0,132.0,200.0,10.8,81.99,5.91,65.34,grapes
18.0,128.0,205.0,11.31,84.89,5.8,73.06,grapes
29.0,128.0,201.0,28.97,81.5,6.42,66.18,grapes
31.0,144.0,202.0,20.53,82.17,6.41,70.12,grapes
33.0,123.0,203.0,16.14,84.15,5.58,66.39,grapes
31.0,137.0,202.0,24.93,82.5,6.12,70.04,grapes
24.0,143.0,205.0,13.25,82.64,6.48,66.77,grapes
37.0,142.0,197.0,29.38,83.25,6.28,68.86,grapes
26.0,122.0,198.0,39.29,80.78,5.6,74.58,grapes
34.0,129.0,196.0,30.0,84.41,6.02,71.89,grapes
20.0,138.0,201.0,22.06,83.17,5.84,68.1,grapes
2.0,143.0,203.0,24.28,82.63,5.98,73.32,grapes
32.0,130.0,197.0,14.48,82.22,6.21,72.47,grapes
23.0,134.0,201.0,22.52,84.52,5.8,66.38,grapes
97.0,23.0,49.0,23.06,89.13,6.07,50.11,watermelon
120.0,13.0,51.0,20.78,84.31,6.3,41.2,watermelon
104.0,21.0,51.0,24.16,83.38,6.28,46.62,watermelon
94.0,25.0,53.0,24.89,87.2,6.39,46.91,watermelon
87.0,15.0,52.0,24.05,84.77,6.07,44.67,watermelon
105.0,10.0,54.0,22.76,83.51,6.0,58.55,watermelon
94.0,18.0,50.0,21.19,89.11,6.37,47.81,watermelon
95.0,14.0,49.0,20.26,86.16,6.28,47.33,watermelon
116.0,29.0,51.0,23.86,81.82,6.13,43.49,watermelon
97.0,26.0,46.0,21.1,83.94,6.48,40.6,watermelon
88.0,12.0,52.0,22.54,87.09,6.0,50.69,watermelon
111.0,22.0,54.0,23.65,87.21,6.25,42.14,watermelon
117.0,14.0,46.0,21.15,80.15,6.02,47.74,watermelon
110.0,21.0,48.0,24.59,87.57,6.29,59.24,watermelon
85.0,17.0,53.0,23.62,82.67,6.26,57.92,watermelon
93.0,15.0,53.0,24.38,88.66,6.18,50.46,watermelon
101.0,15.0,54.0,22.35,80.9,6.07,41.68,watermelon
117.0,28.0,52.0,22.38,80.25,6.18,54.58,watermelon
94.0,14.0,52.0,21.9,87.93,6.36,50.37,watermelon
102.0,25.0,50.0,23.39,84.33,6.38,43.76,watermelon
106.0,20.0,48.0,20.43,82.29,6.42,48.21,watermelon
88.0,8.0,50.0,21.95,85.54,6.27,40.8,watermelon
99.0,16.0,52.0,21.85,89.37,6.02,41.76,watermelon
83.0,19.0,53.0,23.49,80.58,6.47,41.92,watermelon
110.0,12.0,48.0,23.85,80.87,6.25,42.43,watermelon
88.0,21.0,53.0,22.11,85.01,6.37,40.92,watermelon
82.0,11.0,47.0,24.49,85.38,6.26,52.31,watermelon
85.0,10.0,45.0,20.13,86.23,6.43,49.08,watermelon
85.0,26.0,51.0,21.22,89.71,6.09,58.61,watermelon
92.0,9.0,55.0,24.52,85.03,6.4,53.92,watermelon
84.0,29.0,46.0,24.72,82.7,6.33,52.19,watermelon
95.0,13.0,46.0,20.3,84.19,6.17,44.53,watermelon
91.0,5.0,45.0,23.24,87.66,6.45,53.34,watermelon
102.0,11.0,54.0,23.97,87.43,6.05,53.77,watermelon
84.0,16.0,53.0,22.41,80.35,6.06,47.16,watermelon
99.0,24.0,49.0,22.75,81.62,6.29,51.69,watermelon
102.0,15.0,55.0,22.93,82.76,6.11,52.38,watermelon
98.0,29.0,47.0,20.86,82.14,6.3,52.51,watermelon
117.0,22.0,46.0,20.8,81.36,6.09,49.56,watermelon
116.0,30.0,54.0,20.88,87.34,6.17,42.14,watermelon
82.0,6.0,46.0,22.45,82.21,6.13,58.93,watermelon
114.0,19.0,47.0,20.16,89.55,6.21,45.02,watermelon
92.0,26.0,46.0,23.61,88.98,6.36,47.18,watermelon
102.0,29.0,55.0,22.9,84.35,6.23,40.18,watermelon
93.0,17.0,53.0,21.35,88.64,6.27,57.29,watermelon
99.0,19.0,55.0,23.14,88.3,6.5,48.61,watermelon
80.0,11.0,52.0,24.34,89.91,6.25,48.31,watermelon
89.0,24.0,45.0,24.45,82.44,6.2,42.97,watermelon
110.0,30.0,45.0,23.7,87.97,6.35,45.15,watermelon
83.0,8.0,46.0,20.71,88.68,6.41,42.13,watermelon
112.0,29.0,47.0,24.84,85.47,6.4,52.7,watermelon
105.0,10.0,49.0,23.61,84.18,6.39,54.11,watermelon
81.0,16.0,48.0,23.65,85.69,6.1,55.03,watermelon
85.0,9.0,49.0,21.18,85.19,6.04,55.82,watermelon
83.0,17.0,48.0,21.02,89.83,6.08,46.18,watermelon
87.0,24.0,51.0,23.73,89.05,6.4,48.18,watermelon
85.0,12.0,51.0,20.61,85.33,6.12,47.17,watermelon
103.0,17.0,49.0,24.87,87.04,6.45,57.26,watermelon
108.0,28.0,47.0,23.77,88.19,6.14,44.93,watermelon
89.0,16.0,51.0,21.74,81.9,6.04,47.43,watermelon
115.0,24.0,55.0,24.28,86.27,6.16,56.75,watermelon
109.0,13.0,51.0,21.86,80.94,6.37,54.4,watermelon
119.0,12.0,48.0,21.11,86.79,6.3,51.01,watermelon
97.0,21.0,55.0,22.22,89.12,6.43,50.98,watermelon
94.0,11.0,50.0,23.72,89.79,6.04,53.35,watermelon
113.0,17.0,48.0,23.31,82.81,6.33,44.49,watermelon
114.0,28.0,51.0,22.87,87.57,6.11,56.7,watermelon
93.0,28.0,51.0,24.94,84.63,6.23,40.04,watermelon
116.0,20.0,51.0,20.59,83.63,6.1,41.54,watermelon
104.0,13.0,50.0,22.23,80.11,6.13,43.47,watermelon
95.0,20.0,48.0,21.69,84.25,6.16,41.15,watermelon
92.0,10.0,46.0,22.78,83.74,6.44,41.01,watermelon
93.0,18.0,45.0,23.3,83.52,6.12,56.5,watermelon
91.0,10.0,50.0,23.73,84.78,6.22,54.82,watermelon
110.0,16.0,48.0,22.07,89.35,6.05,43.83,watermelon
104.0,24.0,54.0,24.38,88.15,6.45,57.34,watermelon
105.0,22.0,53.0,23.17,89.34,6.38,41.97,watermelon
119.0,13.0,54.0,24.91,80.7,6.08,43.06,watermelon
96.0,12.0,45.0,24.92,85.86,6.11,56.13,watermelon
115.0,7.0,53.0,21.26,85.49,6.48,56.39,watermelon
89.0,20.0,51.0,21.66,85.01,6.11,51.56,watermelon
104.0,8.0,54.0,22.57,81.74,6.43,40.49,watermelon
82.0,18.0,51.0,22.03,81.23,6.33,48.06,watermelon
89.0,23.0,45.0,22.66,84.96,6.35,51.03,watermelon
94.0,20.0,51.0,22.19,88.36,6.48,49.99,watermelon
114.0,12.0,53.0,20.5,83.03,6.22,45.79,watermelon
82.0,22.0,46.0,20.36,84.51,6.16,46.75,watermelon
116.0,21.0,50.0,22.31,81.01,6.09,52.29,watermelon
116.0,14.0,46.0,23.12,82.28,6.26,54.78,watermelon
98.0,25.0,52.0,22.54,84.49,6.49,42.04,watermelon
103.0,8.0,49.0,24.15,81.0,6.34,49.38,watermelon
111.0,21.0,53.0,22.17,87.96,6.26,56.16,watermelon
106.0,25.0,46.0,21.7,86.38,6.27,49.5,watermelon
115.0,20.0,46.0,22.95,89.73,6.25,50.4,watermelon
118.0,11.0,52.0,22.62,83.73,6.44,40.18,watermelon
98.0,12.0,48.0,24.26,84.44,6.09,43.9,watermelon
118.0,28.0,47.0,20.91,87.85,6.09,58.56,watermelon
92.0,11.0,50.0,23.1,82.12,6.44,43.75,watermelon
90.0,29.0,53.0,20.19,80.74,6.33,42.4,watermelon
108.0,21.0,49.0,24.24,80.43,6.42,43.88,watermelon
106.0,24.0,49.0,27.15,92.6,6.39,25.59,muskmelon
105.0,26.0,45.0,27.87,93.24,6.1,21.84,muskmelon
100.0,21.0,51.0,27.24,92.62,6.04,27.24,muskmelon
105.0,16.0,54.0,29.95,94.69,6.14,26.61,muskmelon
108.0,12.0,54.0,27.55,93.61,6.26,27.13,muskmelon
82.0,21.0,54.0,27.56,92.14,6.26,22.34,muskmelon
90.0,25.0,51.0,28.9,91.4,6.38,28.04,muskmelon
91.0,16.0,48.0,27.06,94.48,6.05,22.47,muskmelon
99.0,16.0,49.0,27.18,92.59,6.24,23.65,muskmelon
114.0,28.0,45.0,28.79,91.91,6.1,28.89,muskmelon
95.0,24.0,47.0,29.19,92.39,6.11,27.42,muskmelon
89.0,26.0,49.0,27.54,93.22,6.46,22.31,muskmelon
83.0,23.0,46.0,27.78,92.05,6.37,22.26,muskmelon
103.0,20.0,46.0,27.25,91.18,6.06,25.72,muskmelon
119.0,24.0,54.0,27.16,91.06,6.06,28.42,muskmelon
103.0,8.0,47.0,29.71,90.63,6.14,28.46,muskmelon
100.0,19.0,47.0,27.04,90.29,6.04,29.09,muskmelon
98.0,24.0,51.0,28.69,94.88,6.5,26.07,muskmelon
115.0,17.0,54.0,27.36,92.33,6.47,26.71,muskmelon
106.0,16.0,50.0,28.51,93.39,6.09,29.18,muskmelon
91.0,10.0,52.0,27.61,91.84,6.13,22.31,muskmelon
97.0,19.0,55.0,28.83,91.83,6.11,20.3,muskmelon
105.0,27.0,46.0,28.59,92.78,6.16,24.41,muskmelon
106.0,18.0,48.0,29.42,94.99,6.22,20.33,muskmelon
101.0,8.0,54.0,29.53,91.38,6.02,24.74,muskmelon
101.0,23.0,55.0,27.13,90.79,6.26,21.75,muskmelon
97.0,20.0,49.0,27.42,90.2,6.16,29.92,muskmelon
96.0,5.0,47.0,28.6,90.07,6.09,24.44,muskmelon
83.0,9.0,52.0,27.61,93.58,6.47,22.44,muskmelon
112.0,9.0,53.0,27.75,92.76,6.31,25.49,muskmelon
98.0,12.0,51.0,28.5,92.64,6.3,28.81,muskmelon
120.0,15.0,53.0,28.32,92.37,6.49,20.07,muskmelon
87.0,29.0,54.0,29.25,93.99,6.34,21.81,muskmelon
106.0,30.0,50.0,29.55,92.42,6.06,24.11,muskmelon
87.0,18.0,49.0,27.68,93.84,6.2,29.16,muskmelon
94.0,6.0,54.0,27.36,92.3,6.05,26.54,muskmelon
103.0,12.0,46.0,27.24,93.09,6.48,28.79,muskmelon
103.0,14.0,50.0,29.02,94.88,6.42,24.0,muskmelon
102.0,20.0,50.0,29.21,91.98,6.43,23.28,muskmelon
86.0,20.0,51.0,28.89,92.42,6.0,25.75,muskmelon
117.0,7.0,55.0,27.39,92.72,6.28,29.44,muskmelon
116.0,18.0,53.0,27.75,94.53,6.08,21.89,muskmelon
82.0,12.0,48.0,29.66,90.98,6.3,22.35,muskmelon
99.0,15.0,55.0,28.41,93.98,6.16,28.13,muskmelon
105.0,18.0,48.0,27.77,94.32,6.01,20.66,muskmelon
97.0,17.0,47.0,28.2,91.0,6.28,25.61,muskmelon
108.0,27.0,50.0,28.0,93.09,6.13,25.68,muskmelon
107.0,24.0,48.0,29.58,94.5,6.05,20.66,muskmelon
83.0,6.0,48.0,29.8,91.66,6.44,21.27,muskmelon
88.0,19.0,50.0,28.25,90.9,6.32,24.85,muskmelon
101.0,22.0,51.0,27.21,91.24,6.01,23.93,muskmelon
101.0,30.0,45.0,27.97,92.06,6.49,25.17,muskmelon
104.0,11.0,54.0,28.62,91.62,6.42,23.31,muskmelon
101.0,7.0,53.0,28.32,90.96,6.28,28.24,muskmelon
81.0,30.0,48.0,27.19,92.24,6.37,25.89,muskmelon
101.0,5.0,49.0,29.02,92.43,6.41,28.82,muskmelon
103.0,28.0,48.0,27.87,92.55,6.1,21.6,muskmelon
96.0,23.0,53.0,29.54,91.26,6.24,28.25,muskmelon
98.0,12.0,46.0,29.0,94.59,6.16,22.73,muskmelon
86.0,19.0,49.0,29.14,90.67,6.08,26.0,muskmelon
93.0,23.0,54.0,27.94,91.22,6.02,21.85,muskmelon
107.0,17.0,53.0,28.72,93.82,6.39,25.33,muskmelon
84.0,28.0,48.0,27.92,91.99,6.28,27.67,muskmelon
111.0,11.0,49.0,27.51,92.4,6.1,27.01,muskmelon
120.0,20.0,54.0,29.57,93.47,6.15,24.38,muskmelon
96.0,17.0,46.0,29.46,93.78,6.23,25.17,muskmelon
88.0,5.0,50.0,28.48,94.7,6.1,20.16,muskmelon
99.0,7.0,54.0,28.9,90.19,6.27,23.63,muskmelon
106.0,11.0,48.0,28.44,91.72,6.22,21.9,muskmelon
97.0,14.0,48.0,27.46,92.08,6.03,22.29,muskmelon
85.0,27.0,55.0,28.31,94.32,6.31,26.32,muskmelon
109.0,6.0,51.0,28.35,92.6,6.3,23.32,muskmelon
120.0,17.0,48.0,27.81,93.91,6.09,27.44,muskmelon
103.0,13.0,48.0,27.41,94.83,6.14,28.53,muskmelon
113.0,29.0,55.0,29.14,91.05,6.04,26.3,muskmelon
95.0,14.0,49.0,27.55,90.93,6.18,28.6,muskmelon
117.0,18.0,54.0,29.88,91.51,6.26,24.14,muskmelon
114.0,9.0,54.0,29.17,90.35,6.49,28.92,muskmelon
114.0,15.0,47.0,28.5,94.71,6.1,28.34,muskmelon
93.0,22.0,50.0,28.12,91.83,6.04,28.42,muskmelon
115.0,16.0,53.0,29.94,94.71,6.22,29.03,muskmelon
115.0,18.0,46.0,29.61,94.39,6.01,25.38,muskmelon
98.0,6.0,47.0,27.66,91.57,6.3,21.01,muskmelon
114.0,6.0,53.0,27.01,93.59,6.49,28.5,muskmelon
101.0,25.0,45.0,29.65,90.76,6.46,25.05,muskmelon
86.0,7.0,51.0,28.31,92.03,6.12,22.96,muskmelon
111.0,16.0,52.0,28.94,90.25,6.14,22.62,muskmelon
82.0,16.0,48.0,29.66,94.61,6.44,25.46,muskmelon
112.0,16.0,53.0,29.41,93.04,6.27,26.88,muskmelon
98.0,11.0,47.0,28.44,91.59,6.17,22.37,muskmelon
85.0,28.0,46.0,28.3,93.71,6.04,29.82,muskmelon
84.0,5.0,45.0,27.72,94.81,6.37,23.25,muskmelon
100.0,7.0,50.0,29.19,91.25,6.28,20.06,muskmelon
110.0,6.0,55.0,27.63,93.83,6.37,21.44,muskmelon
112.0,17.0,50.0,29.28,92.21,6.15,29.51,muskmelon
99.0,23.0,49.0,27.84,90.14,6.15,25.96,muskmelon
115.0,25.0,47.0,29.72,91.53,6.12,23.18,muskmelon
99.0,9.0,54.0,29.37,93.33,6.48,25.29,muskmelon
106.0,28.0,47.0,27.14,91.77,6.37,23.82,muskmelon
94.0,17.0,46.0,28.96,91.16,6.46,25.98,muskmelon
27.0,134.0,196.0,22.65,94.65,5.59,110.55,apple
20.0,132.0,203.0,21.37,94.73,5.97,117.95,apple
14.0,143.0,196.0,23.55,92.43,5.99,122.44,apple
23.0,141.0,198.0,21.15,92.14,6.41,119.86,apple
3.0,124.0,199.0,23.33,91.74,5.89,111.29,apple
31.0,126.0,204.0,23.47,90.51,6.3,108.31,apple
1.0,128.0,197.0,21.87,90.18,6.03,107.29,apple
14.0,127.0,199.0,23.1,92.57,6.47,114.41,apple
38.0,135.0,198.0,23.48,94.5,5.62,115.44,apple
17.0,137.0,196.0,21.29,94.59,5.96,114.08,apple
29.0,128.0,199.0,23.0,90.5,5.84,116.15,apple
9.0,127.0,196.0,21.82,91.75,6.1,121.93,apple
33.0,133.0,196.0,21.66,93.04,5.64,106.46,apple
18.0,140.0,204.0,23.36,93.51,5.97,110.89,apple
9.0,136.0,199.0,23.07,90.72,6.21,122.7,apple
10.0,136.0,199.0,21.5,90.69,5.51,116.8,apple
40.0,137.0,198.0,23.4,93.33,6.07,116.61,apple
6.0,138.0,200.0,23.12,94.72,6.49,118.2,apple
20.0,141.0,202.0,22.39,90.77,6.29,119.79,apple
10.0,127.0,196.0,23.76,91.17,6.25,104.38,apple
18.0,136.0,203.0,21.11,94.17,5.61,103.87,apple
16.0,123.0,199.0,22.32,92.94,6.46,109.35,apple
14.0,141.0,195.0,23.94,92.08,5.66,110.52,apple
17.0,122.0,195.0,23.29,92.42,5.66,108.78,apple
32.0,131.0,197.0,23.09,94.57,6.36,119.49,apple
18.0,130.0,196.0,21.4,93.22,5.58,114.93,apple
18.0,133.0,204.0,22.23,90.67,5.52,103.06,apple
2.0,120.0,204.0,23.07,94.54,6.08,102.98,apple
27.0,139.0,199.0,22.08,93.54,5.66,116.59,apple
29.0,134.0,198.0,22.72,92.22,5.73,101.81,apple
6.0,126.0,199.0,23.14,94.66,6.35,104.36,apple
26.0,136.0,198.0,21.12,92.23,6.25,114.25,apple
24.0,133.0,196.0,23.57,94.68,5.55,119.63,apple
23.0,128.0,199.0,21.24,93.86,6.19,123.68,apple
10.0,132.0,199.0,22.27,90.72,6.05,118.75,apple
25.0,128.0,200.0,22.4,92.44,6.22,124.79,apple
22.0,140.0,204.0,22.51,92.61,6.35,115.88,apple
39.0,125.0,204.0,22.32,90.92,5.92,105.37,apple
3.0,122.0,196.0,21.21,94.8,6.44,123.02,apple
18.0,142.0,205.0,21.25,92.5,5.58,113.73,apple
7.0,133.0,201.0,23.74,94.01,6.18,116.11,apple
35.0,128.0,205.0,23.13,93.03,5.57,117.61,apple
7.0,134.0,203.0,23.74,94.84,5.68,115.99,apple
13.0,135.0,201.0,23.92,91.85,5.69,119.36,apple
1.0,127.0,204.0,22.28,93.7,6.37,108.98,apple
39.0,138.0,200.0,22.87,93.3,6.15,121.39,apple
4.0,143.0,200.0,21.95,94.88,6.23,116.62,apple
9.0,141.0,203.0,22.9,94.53,6.11,100.65,apple
30.0,142.0,202.0,21.7,90.26,5.54,111.39,apple
14.0,133.0,204.0,21.9,94.11,5.93,119.96,apple
2.0,128.0,198.0,21.45,92.77,5.63,110.02,apple
21.0,122.0,204.0,21.95,92.75,5.78,104.07,apple
33.0,124.0,199.0,22.54,91.29,6.4,105.02,apple
32.0,139.0,200.0,21.39,90.8,5.91,107.37,apple
15.0,127.0,203.0,22.47,92.32,6.42,122.59,apple
10.0,139.0,204.0,21.98,92.35,5.78,109.1,apple
31.0,131.0,201.0,22.28,91.58,5.76,117.24,apple
16.0,141.0,196.0,21.71,93.44,6.43,106.26,apple
17.0,122.0,195.0,23.9,91.79,5.77,104.11,apple
34.0,123.0,197.0,21.04,94.0,5.6,105.51,apple
2.0,141.0,201.0,21.45,90.62,5.96,112.09,apple
26.0,123.0,200.0,21.58,93.03,5.81,101.45,apple
5.0,122.0,202.0,21.1,90.7,5.62,124.56,apple
5.0,137.0,201.0,22.7,90.79,6.16,113.0,apple
9.0,129.0,204.0,23.6,90.17,6.29,116.43,apple
5.0,128.0,201.0,21.25,94.41,5.78,106.75,apple
31.0,133.0,195.0,21.26,92.25,6.26,104.02,apple
2.0,143.0,205.0,23.31,90.3,6.2,103.84,apple
18.0,134.0,197.0,21.52,92.94,5.54,110.24,apple
12.0,143.0,202.0,22.09,92.21,6.32,119.21,apple
29.0,143.0,200.0,23.74,90.26,6.04,113.38,apple
12.0,142.0,204.0,22.78,92.55,5.89,100.74,apple
7.0,125.0,204.0,23.24,91.8,6.49,122.89,apple
14.0,127.0,197.0,21.54,94.22,6.0,111.5,apple
5.0,135.0,201.0,21.45,93.01,5.6,111.3,apple
28.0,140.0,203.0,22.21,90.59,5.7,121.79,apple
28.0,129.0,200.0,23.66,94.34,6.0,113.35,apple
34.0,125.0,196.0,23.14,90.29,6.28,110.98,apple
9.0,127.0,204.0,22.27,94.84,6.2,105.6,apple
7.0,125.0,196.0,22.78,94.72,6.0,122.62,apple
32.0,140.0,196.0,23.75,94.54,5.91,106.26,apple
35.0,133.0,201.0,21.6,93.52,6.03,113.17,apple
2.0,137.0,195.0,22.36,92.09,6.19,111.46,apple
26.0,136.0,197.0,22.45,90.63,6.33,120.07,apple
1.0,122.0,203.0,23.49,94.29,6.13,124.58,apple
21.0,140.0,197.0,22.62,94.4,5.56,114.75,apple
29.0,130.0,197.0,23.25,91.94,5.69,115.44,apple
36.0,144.0,203.0,22.06,94.19,5.84,111.91,apple
22.0,136.0,198.0,22.45,92.7,5.91,112.91,apple
21.0,121.0,198.0,23.57,94.17,5.71,114.83,apple
13.0,126.0,202.0,22.01,93.93,5.84,111.16,apple
17.0,127.0,200.0,22.34,90.34,5.72,117.2,apple
37.0,144.0,203.0,22.66,93.51,5.65,102.21,apple
3.0,120.0,198.0,23.66,91.28,6.33,119.3,apple
18.0,138.0,201.0,23.48,93.12,6.15,103.73,apple
8.0,129.0,199.0,23.49,93.87,6.49,101.99,apple
14.0,130.0,201.0,22.56,90.59,5.61,106.21,apple
15.0,144.0,203.0,21.04,94.46,5.8,122.42,apple
5.0,123.0,201.0,22.06,90.09,5.75,104.66,apple
25.0,126.0,196.0,21.7,92.55,5.53,117.41,apple
13.0,16.0,8.0,31.32,94.17,6.46,101.8,orange
12.0,25.0,11.0,15.04,91.5,7.06,100.14,orange
25.0,25.0,11.0,23.41,94.01,6.68,104.16,orange
38.0,25.0,8.0,22.35,90.16,7.01,117.66,orange
10.0,22.0,13.0,23.17,91.23,6.53,101.08,orange
22.0,11.0,12.0,26.66,92.24,6.56,100.55,orange
18.0,16.0,14.0,18.25,91.03,7.2,103.94,orange
33.0,7.0,8.0,20.42,90.95,6.27,115.5,orange
19.0,20.0,6.0,30.51,94.3,6.65,118.49,orange
14.0,13.0,12.0,13.14,90.44,6.2,101.44,orange
16.0,23.0,8.0,12.58,92.91,7.08,104.76,orange
37.0,19.0,7.0,22.87,93.47,7.04,100.24,orange
8.0,18.0,6.0,29.98,93.3,6.43,106.77,orange
12.0,17.0,14.0,11.1,92.02,6.64,103.24,orange
0.0,8.0,5.0,13.49,94.2,6.58,105.15,orange
23.0,11.0,6.0,33.21,94.17,6.88,103.08,orange
3.0,9.0,14.0,22.05,94.62,6.82,115.42,orange
27.0,26.0,9.0,11.53,90.86,6.94,107.21,orange
14.0,7.0,10.0,28.7,92.56,7.27,104.08,orange
33.0,14.0,10.0,13.31,90.64,7.26,103.19,orange
31.0,28.0,10.0,13.77,94.11,6.05,116.88,orange
6.0,27.0,8.0,23.06,90.51,7.47,115.55,orange
0.0,23.0,10.0,24.78,94.66,7.38,104.68,orange
28.0,19.0,9.0,29.85,90.32,6.45,104.53,orange
6.0,7.0,11.0,24.9,91.51,6.08,106.01,orange
11.0,27.0,14.0,20.58,91.95,6.09,103.43,orange
17.0,30.0,9.0,30.41,92.64,6.8,116.83,orange
33.0,29.0,7.0,23.06,92.19,6.7,115.89,orange
14.0,9.0,10.0,19.37,90.08,6.29,104.81,orange
29.0,29.0,12.0,30.01,92.59,6.26,108.34,orange
34.0,27.0,14.0,21.18,91.63,7.32,107.15,orange
29.0,8.0,13.0,13.87,90.26,6.54,105.63,orange
29.0,28.0,10.0,30.97,91.41,6.46,103.37,orange
11.0,10.0,11.0,30.26,90.75,7.08,118.29,orange
13.0,25.0,15.0,32.53,91.49,6.59,113.57,orange
26.0,7.0,11.0,33.07,90.1,6.75,107.15,orange
10.0,15.0,15.0,21.13,94.53,6.64,115.43,orange
26.0,6.0,9.0,21.09,90.6,6.81,114.48,orange
19.0,21.0,7.0,31.47,91.5,6.67,103.9,orange
16.0,11.0,13.0,22.55,92.93,6.49,104.76,orange
35.0,23.0,7.0,15.37,91.17,6.45,119.23,orange
24.0,9.0,5.0,20.65,93.85,6.21,118.31,orange
10.0,21.0,14.0,33.43,92.53,6.88,113.01,orange
1.0,7.0,5.0,29.31,93.9,7.15,119.31,orange
21.0,28.0,13.0,32.11,95.0,6.66,103.87,orange
30.0,26.0,12.0,26.18,92.28,6.81,114.96,orange
26.0,29.0,5.0,29.49,94.68,7.38,101.19,orange
25.0,6.0,12.0,22.45,90.21,6.94,105.86,orange
6.0,14.0,8.0,14.13,92.58,7.29,117.38,orange
32.0,13.0,7.0,26.6,94.56,6.63,119.37,orange
6.0,24.0,11.0,28.83,92.2,7.11,117.79,orange
24.0,30.0,14.0,10.52,92.62,6.94,102.01,orange
9.0,17.0,9.0,12.93,94.0,6.29,107.54,orange
7.0,19.0,11.0,24.02,93.44,6.61,101.92,orange
10.0,7.0,10.0,31.4,92.36,6.68,107.8,orange
26.0,24.0,6.0,13.0,91.18,6.99,117.59,orange
1.0,28.0,9.0,15.1,92.61,6.59,117.86,orange
37.0,10.0,7.0,12.27,91.97,6.45,119.37,orange
21.0,29.0,6.0,26.6,92.29,7.38,102.65,orange
8.0,21.0,11.0,21.66,94.82,6.44,108.4,orange
19.0,10.0,10.0,27.28,93.08,6.79,106.82,orange
37.0,13.0,12.0,15.04,91.03,7.21,106.99,orange
11.0,5.0,13.0,32.19,91.29,6.98,112.13,orange
10.0,26.0,6.0,27.71,94.04,7.04,119.67,orange
3.0,24.0,6.0,12.26,93.15,6.89,111.65,orange
19.0,28.0,7.0,31.52,93.03,6.49,119.9,orange
39.0,7.0,11.0,15.58,91.39,6.9,114.01,orange
24.0,12.0,13.0,32.25,94.23,6.98,108.21,orange
6.0,19.0,12.0,27.3,93.36,7.02,106.5,orange
21.0,10.0,7.0,22.36,90.04,6.07,115.62,orange
25.0,19.0,10.0,20.43,92.64,6.12,115.51,orange
16.0,12.0,9.0,29.21,91.51,7.41,105.69,orange
35.0,25.0,8.0,32.88,90.27,7.48,109.38,orange
26.0,10.0,6.0,10.14,90.63,6.11,110.24,orange
29.0,17.0,10.0,14.92,90.66,6.95,102.83,orange
19.0,14.0,10.0,33.24,91.15,6.48,104.95,orange
3.0,5.0,7.0,22.93,94.54,6.84,118.46,orange
10.0,23.0,6.0,25.05,94.22,7.23,113.53,orange
12.0,27.0,8.0,32.9,92.31,6.74,106.06,orange
25.0,22.0,12.0,11.72,90.81,7.02,108.27,orange
29.0,6.0,15.0,15.13,92.48,6.61,103.75,orange
25.0,14.0,11.0,34.57,90.78,6.42,119.45,orange
16.0,6.0,10.0,22.72,90.77,6.4,109.97,orange
15.0,22.0,8.0,16.6,90.15,6.93,118.87,orange
9.0,22.0,11.0,11.13,90.88,7.45,105.98,orange
28.0,23.0,13.0,20.64,90.87,7.33,115.99,orange
32.0,12.0,12.0,16.15,93.19,6.87,119.19,orange
27.0,9.0,9.0,12.05,90.19,6.37,117.7,orange
30.0,12.0,10.0,31.43,94.76,6.98,100.45,orange
25.0,29.0,9.0,32.1,93.89,7.33,119.93,orange
40.0,11.0,9.0,11.73,91.36,6.35,103.06,orange
37.0,21.0,7.0,20.99,92.55,6.35,118.44,orange
1.0,24.0,6.0,18.53,91.96,6.06,100.5,orange
29.0,25.0,6.0,23.43,90.93,6.78,113.82,orange
35.0,12.0,11.0,19.34,93.8,7.26,114.15,orange
26.0,20.0,8.0,13.5,91.01,6.27,114.0,orange
27.0,16.0,13.0,26.3,90.72,6.12,108.7,orange
33.0,26.0,9.0,11.43,90.53,6.02,105.04,orange
29.0,12.0,7.0,18.51,92.08,6.96,115.95,orange
8.0,29.0,6.0,17.14,94.72,6.73,102.79,orange
34.0,52.0,52.0,33.96,93.2,6.57,44.94,papaya
59.0,60.0,46.0,28.77,92.22,6.97,184.73,papaya
67.0,59.0,54.0,37.96,93.53,6.76,117.21,papaya
36.0,64.0,53.0,37.26,94.12,6.92,119.02,papaya
43.0,47.0,47.0,24.69,90.36,6.91,60.67,papaya
32.0,46.0,49.0,37.26,92.43,6.85,87.16,papaya
64.0,53.0,54.0,42.85,94.73,6.91,65.83,papaya
42.0,50.0,45.0,34.97,91.49,6.54,248.92,papaya
56.0,54.0,51.0,40.07,94.85,6.86,168.55,papaya
38.0,53.0,52.0,33.03,94.45,6.89,184.13,papaya
